"","subject","session","emotion","genuine.accuracy","genuine.rt","group"
"1",9,1,"anger",0.62,1.77,"Control"
"2",9,2,"anger",0.69,1.31,"Control"
"3",9,3,"anger",0.63,0.98,"Control"
"4",9,1,"fear",0.5,1.88,"Control"
"5",9,2,"fear",0.63,1.27,"Control"
"6",9,3,"fear",0.5,0.84,"Control"
"7",9,1,"happiness",0.62,1.78,"Control"
"8",9,2,"happiness",0.5,0.6,"Control"
"9",9,3,"happiness",0.56,0.84,"Control"
