"","subject","session","emotion","genuine.accuracy","genuine.rt","group"
"1",3,1,"anger",0.5,3.28,"Experimental"
"2",3,2,"anger",0.75,3.44,"Experimental"
"3",3,3,"anger",0.69,3.47,"Experimental"
"4",3,1,"fear",0.75,4.02,"Experimental"
"5",3,2,"fear",0.88,2.53,"Experimental"
"6",3,3,"fear",0.75,3.14,"Experimental"
"7",3,1,"happiness",0.62,3.13,"Experimental"
"8",3,2,"happiness",0.62,3.31,"Experimental"
"9",3,3,"happiness",0.69,2.47,"Experimental"
