"","subject","session","emotion","genuine.accuracy","genuine.rt","group"
"1",8,1,"anger",0.5,1.03,"Control"
"2",8,2,"anger",0.81,1.07,"Control"
"3",8,3,"anger",0.62,1.09,"Control"
"4",8,1,"fear",0.62,0.81,"Control"
"5",8,2,"fear",0.5,1.03,"Control"
"6",8,3,"fear",0.44,1.73,"Control"
"7",8,1,"happiness",0.5,0.75,"Control"
"8",8,2,"happiness",0.44,0.84,"Control"
"9",8,3,"happiness",0.44,0.82,"Control"
