"","subject","session","emotion","genuine.accuracy","genuine.rt","group"
"1",10,1,"anger",0.69,1.71,"Control"
"2",10,2,"anger",0.88,0.98,"Control"
"3",10,3,"anger",0.69,0.98,"Control"
"4",10,1,"fear",0.88,1.24,"Control"
"5",10,2,"fear",0.88,1.24,"Control"
"6",10,3,"fear",0.88,0.94,"Control"
"7",10,1,"happiness",0.88,1.32,"Control"
"8",10,2,"happiness",0.81,1.09,"Control"
"9",10,3,"happiness",0.81,0.95,"Control"
