"","subject","session","emotion","genuine.accuracy","genuine.rt","group"
"1",34,1,"anger",0.75,2.54,"M1"
"2",34,2,"anger",0.75,2.18,"M1"
"3",34,3,"anger",0.75,1.67,"M1"
"4",34,1,"fear",0.75,2.62,"M1"
"5",34,2,"fear",0.88,2.63,"M1"
"6",34,3,"fear",0.88,2.06,"M1"
"7",34,1,"happiness",0.69,2.95,"M1"
"8",34,2,"happiness",0.88,2.36,"M1"
"9",34,3,"happiness",0.56,2.09,"M1"
