"","subject","session","emotion","genuine.accuracy","genuine.rt","group"
"1",29,1,"anger",0.69,1.03,"Control"
"2",29,2,"anger",0.62,1.03,"Control"
"3",29,3,"anger",0.75,1.12,"Control"
"4",29,1,"fear",0.56,1.38,"Control"
"5",29,2,"fear",0.75,0.91,"Control"
"6",29,3,"fear",0.75,1.06,"Control"
"7",29,1,"happiness",0.56,1.04,"Control"
"8",29,2,"happiness",0.62,0.74,"Control"
"9",29,3,"happiness",0.56,1.06,"Control"
