"","subject","anger.1","anger.2","anger.3","fear.1","fear.2","fear.3","happiness.1","happiness.2","happiness.3","group"
"1",2,0.69,0.69,0.75,0.88,0.75,0.69,0.69,0.75,0.75,"Experimental"
