"","subject","anger.1","anger.2","anger.3","fear.1","fear.2","fear.3","happiness.1","happiness.2","happiness.3","group"
"1",35,0.81,0.75,0.62,0.94,0.88,1,0.56,0.75,0.69,"M1"
