"","subject","anger.1","anger.2","anger.3","fear.1","fear.2","fear.3","happiness.1","happiness.2","happiness.3","group"
"1",36,0.63,0.63,0.75,0.56,0.81,0.94,0.56,0.56,0.5,"M1"
