"","subject","anger.1","anger.2","anger.3","fear.1","fear.2","fear.3","happiness.1","happiness.2","happiness.3","group"
"1",9,0.62,0.69,0.63,0.5,0.63,0.5,0.62,0.5,0.56,"Control"
