"","subject","session","emotion","genuine.accuracy","genuine.rt","group"
"1",19,1,"anger",0.69,2.23,"Experimental"
"2",19,2,"anger",0.44,1.82,"Experimental"
"3",19,3,"anger",0.63,1.89,"Experimental"
"4",19,1,"fear",0.56,2.42,"Experimental"
"5",19,2,"fear",0.5,1.47,"Experimental"
"6",19,3,"fear",0.69,2.27,"Experimental"
"7",19,1,"happiness",0.75,2.41,"Experimental"
"8",19,2,"happiness",0.56,1.77,"Experimental"
"9",19,3,"happiness",0.5,1.54,"Experimental"
