"","subject","session","emotion","genuine.accuracy","genuine.rt","genuine.slider.correct","genuine.slider.incorrect","emotion.accuracy","emotion.slider.correct","emotion.slider.incorrect","group"
"1",21,1,"anger",0.69,2.2,3.56,2.66,1,3.75,NA,"Control"
"2",21,2,"anger",0.56,1.33,4.6,2.12,0.94,3.76,3,"Control"
"3",21,3,"anger",0.69,1.34,3.98,1.83,1,3.06,NA,"Control"
"4",21,1,"fear",0.75,3.98,3.42,3,0.62,4.04,4.88,"Control"
"5",21,2,"fear",0.81,2.04,4.56,2.67,0.69,4.2,4.84,"Control"
"6",21,3,"fear",0.56,2.18,4.3,3.12,0.75,4.17,4.16,"Control"
"7",21,1,"happiness",0.62,2.71,4.5,2.12,1,4.12,NA,"Control"
"8",21,2,"happiness",0.81,1.95,4.02,3,1,3.94,NA,"Control"
"9",21,3,"happiness",0.88,1.31,3.25,4,1,3.63,NA,"Control"
