"","subject","session","emotion","genuine.accuracy","genuine.rt","genuine.slider.correct","genuine.slider.incorrect","emotion.accuracy","emotion.slider.correct","emotion.slider.incorrect","group"
"1",11,1,"anger",0.75,0.94,4.44,4.25,1,6.44,NA,"Experimental"
"2",11,2,"anger",0.69,0.78,4.84,5.2,0.94,5.41,5,"Experimental"
"3",11,3,"anger",0.69,0.84,4.08,5.6,1,5.75,NA,"Experimental"
"4",11,1,"fear",0.75,0.8,5.38,4.75,0.69,7.38,6.08,"Experimental"
"5",11,2,"fear",0.69,0.74,4.68,3.88,0.94,6.93,7,"Experimental"
"6",11,3,"fear",0.81,0.62,4.85,5,1,7.06,NA,"Experimental"
"7",11,1,"happiness",0.69,0.72,4.72,4.08,1,5.44,NA,"Experimental"
"8",11,2,"happiness",0.75,0.64,4.47,4.16,1,6.25,NA,"Experimental"
"9",11,3,"happiness",0.81,0.75,3.08,3.33,1,6.12,NA,"Experimental"
