"","subject","session","emotion","genuine.accuracy","genuine.rt","genuine.slider.correct","genuine.slider.incorrect","emotion.accuracy","emotion.slider.correct","emotion.slider.incorrect","group"
"1",38,1,"anger",0.62,1.39,0.12,-0.38,1,2.69,NA,"M1"
"2",38,2,"anger",0.88,1.16,0.33,0,1,2.06,NA,"M1"
"3",38,3,"anger",0.88,0.92,-0.72,-0.5,1,2.38,NA,"M1"
"4",38,1,"fear",0.88,2.24,0.33,3.5,0.88,3.86,4.5,"M1"
"5",38,2,"fear",0.81,1.16,0.69,0.25,0.81,4.4,3.5,"M1"
"6",38,3,"fear",0.94,1.06,0.36,-2,0.81,3.93,3.5,"M1"
"7",38,1,"happiness",0.81,2.09,0.58,0.5,1,3.12,NA,"M1"
"8",38,2,"happiness",0.75,1.1,0.47,0.17,1,2.88,NA,"M1"
"9",38,3,"happiness",0.75,1.28,0.31,1.25,1,2.88,NA,"M1"
