"","subject","session","emotion","genuine.accuracy","genuine.rt","genuine.slider.correct","genuine.slider.incorrect","emotion.accuracy","emotion.slider.correct","emotion.slider.incorrect","group"
"1",23,1,"anger",0.94,1.75,3.36,1,1,4.12,NA,"Control"
"2",23,2,"anger",0.69,1.35,3.02,2.25,0.88,4,3.5,"Control"
"3",23,3,"anger",0.75,0.86,3.96,2.84,0.94,3.28,1,"Control"
"4",23,1,"fear",0.81,1.46,3,1.75,0.88,6,7,"Control"
"5",23,2,"fear",0.75,0.86,3.25,1.5,0.81,5.31,6.5,"Control"
"6",23,3,"fear",0.62,1.31,2.88,1.75,0.94,6.2,3,"Control"
"7",23,1,"happiness",0.81,1.16,2.89,5.33,1,5.63,NA,"Control"
"8",23,2,"happiness",0.88,0.99,3.29,5,0.94,5.19,5,"Control"
"9",23,3,"happiness",0.75,0.92,2.88,3.25,1,5.62,NA,"Control"
