"","subject","session","emotion","genuine.accuracy","genuine.rt","genuine.slider.correct","genuine.slider.incorrect","emotion.accuracy","emotion.slider.correct","emotion.slider.incorrect","group"
"1",32,1,"anger",0.69,3.98,4.54,2.38,0.94,4.46,1,"M1"
"2",32,2,"anger",0.62,4.46,3.58,2.38,0.81,4.72,1.75,"M1"
"3",32,3,"anger",0.81,1.56,3.92,4.25,0.75,5.28,1.33,"M1"
"4",32,1,"fear",0.63,3.75,3.55,2.1,0.88,5.92,3.5,"M1"
"5",32,2,"fear",0.75,2.7,3.56,3.25,0.94,6.22,5,"M1"
"6",32,3,"fear",0.69,1.81,4.34,3.6,0.94,6.28,6,"M1"
"7",32,1,"happiness",0.75,2.36,3.38,2.25,1,5.19,NA,"M1"
"8",32,2,"happiness",0.75,1.46,3.27,2.16,1,6.19,NA,"M1"
"9",32,3,"happiness",1,1.4,3.32,NA,1,6.38,NA,"M1"
