"","subject","session","emotion","genuine.accuracy","genuine.rt","genuine.slider.correct","genuine.slider.incorrect","emotion.accuracy","emotion.slider.correct","emotion.slider.incorrect","group"
"1",15,1,"anger",0.75,2.14,3.26,3.16,1,3.38,NA,"Control"
"2",15,2,"anger",0.63,1.88,3.26,2.4,1,3.06,NA,"Control"
"3",15,3,"anger",0.56,1.09,3,3,0.94,3.46,2,"Control"
"4",15,1,"fear",0.94,2.02,3.46,3,0.94,4.64,1,"Control"
"5",15,2,"fear",0.75,1.31,2.92,2.34,0.94,4.59,3,"Control"
"6",15,3,"fear",0.75,2.01,3.75,2.5,1,4.12,NA,"Control"
"7",15,1,"happiness",0.69,1.82,3.02,4,1,3.75,NA,"Control"
"8",15,2,"happiness",0.63,2.01,2.36,2.6,1,3.06,NA,"Control"
"9",15,3,"happiness",0.69,1.64,2.71,2.8,1,3.69,NA,"Control"
