"","subject","session","emotion","genuine.accuracy","genuine.rt","genuine.slider.correct","genuine.slider.incorrect","emotion.accuracy","emotion.slider.correct","emotion.slider.incorrect","group"
"1",33,1,"anger",0.5,1.38,1.64,0.27,0.88,3.21,1.5,"M1"
"2",33,2,"anger",0.5,0.88,1.25,-0.42,0.94,2.96,0,"M1"
"3",33,3,"anger",0.56,0.56,1.58,0,1,2.88,NA,"M1"
"4",33,1,"fear",0.56,1.3,2.79,2.66,0.81,5.66,6.25,"M1"
"5",33,2,"fear",0.56,0.91,0.75,3.25,0.69,4.07,5.25,"M1"
"6",33,3,"fear",0.69,1.55,1.46,3.8,0.75,4.04,5.5,"M1"
"7",33,1,"happiness",0.44,0.69,4.25,1.21,1,5.75,NA,"M1"
"8",33,2,"happiness",0.56,1.76,2.07,2.08,1,5.25,NA,"M1"
"9",33,3,"happiness",0.44,0.5,1.92,2.6,1,4.88,NA,"M1"
