"","subject","session","emotion","genuine.accuracy","genuine.rt","genuine.slider.correct","genuine.slider.incorrect","emotion.accuracy","emotion.slider.correct","emotion.slider.incorrect","group"
"1",44,1,"anger",0.56,0.66,4.25,2.85,1,3.5,NA,"M1"
"2",44,2,"anger",0.56,0.6,3.95,2.92,1,3.44,NA,"M1"
"3",44,3,"anger",0.62,0.66,4.62,3.25,1,3.06,NA,"M1"
"4",44,1,"fear",0.81,0.91,3.8,2.33,1,4.63,NA,"M1"
"5",44,2,"fear",0.94,0.79,4.63,3,1,4.25,NA,"M1"
"6",44,3,"fear",0.94,0.65,4.56,1,1,4.5,NA,"M1"
"7",44,1,"happiness",0.62,0.8,3.79,1.62,1,3.56,NA,"M1"
"8",44,2,"happiness",0.56,0.55,3.67,2.79,1,3.44,NA,"M1"
"9",44,3,"happiness",0.81,0.93,3.01,3.25,1,3.25,NA,"M1"
