"","subject","session","emotion","genuine.accuracy","genuine.rt","genuine.slider.correct","genuine.slider.incorrect","emotion.accuracy","emotion.slider.correct","emotion.slider.incorrect","group"
"1",45,1,"anger",0.88,0.77,3.07,2.5,1,2.75,NA,"M1"
"2",45,2,"anger",0.69,0.48,2.68,1.75,1,3,NA,"M1"
"3",45,3,"anger",0.88,0.43,2.86,1.5,1,2.82,NA,"M1"
"4",45,1,"fear",0.88,0.82,3.66,3,0.88,3.36,2,"M1"
"5",45,2,"fear",0.88,0.48,3.48,3.5,1,3.75,NA,"M1"
"6",45,3,"fear",0.88,0.46,3.69,1.5,1,3.63,NA,"M1"
"7",45,1,"happiness",0.63,0.43,3.23,1.3,1,3.62,NA,"M1"
"8",45,2,"happiness",0.88,0.37,3.22,4.5,1,3.75,NA,"M1"
"9",45,3,"happiness",0.81,0.43,2.67,3,1,3.5,NA,"M1"
