"","subject","session","emotion","genuine.accuracy","genuine.rt","genuine.slider.correct","genuine.slider.incorrect","emotion.accuracy","emotion.slider.correct","emotion.slider.incorrect","group"
"1",43,1,"anger",0.56,1.68,2.82,2.5,1,4.06,NA,"M1"
"2",43,2,"anger",0.75,1.3,3.5,2.5,0.94,5.2,5,"M1"
"3",43,3,"anger",0.69,0.85,4.44,2.2,1,5.31,NA,"M1"
"4",43,1,"fear",0.94,1.74,3.51,2,1,5.38,NA,"M1"
"5",43,2,"fear",0.94,1.02,4.06,2,1,5.44,NA,"M1"
"6",43,3,"fear",0.94,0.87,4.66,2,0.94,5.75,7,"M1"
"7",43,1,"happiness",0.56,1.17,3.33,3.25,1,4.88,NA,"M1"
"8",43,2,"happiness",0.75,0.96,3.82,3.5,1,5.94,NA,"M1"
"9",43,3,"happiness",0.81,1.32,3.86,3.67,1,5.19,NA,"M1"
