"","subject","session","emotion","genuine.accuracy","genuine.rt","genuine.slider.correct","genuine.slider.incorrect","emotion.accuracy","emotion.slider.correct","emotion.slider.incorrect","group"
"1",35,1,"anger",0.81,5.26,3.71,2.67,0.94,4.32,1,"M1"
"2",35,2,"anger",0.75,2.8,3.25,3.25,1,4.94,NA,"M1"
"3",35,3,"anger",0.62,2.4,3.3,2.66,1,4.56,NA,"M1"
"4",35,1,"fear",0.94,2.87,3.93,2,0.81,4.98,3.5,"M1"
"5",35,2,"fear",0.88,1.76,3.6,2.5,1,5.38,NA,"M1"
"6",35,3,"fear",1,2.49,3.75,NA,1,5.38,NA,"M1"
"7",35,1,"happiness",0.56,1.41,4.64,3.5,1,4.38,NA,"M1"
"8",35,2,"happiness",0.75,1.2,4.16,3,1,4.81,NA,"M1"
"9",35,3,"happiness",0.69,2.81,2.79,3.38,1,4.87,NA,"M1"
