"","subject","session","emotion","genuine.accuracy","genuine.rt","genuine.slider.correct","genuine.slider.incorrect","emotion.accuracy","emotion.slider.correct","emotion.slider.incorrect","group"
"1",18,1,"anger",0.75,1.48,-0.67,-0.75,1,4.88,NA,"Control"
"2",18,2,"anger",0.75,1,-1.08,0,0.94,3.62,2,"Control"
"3",18,3,"anger",0.75,0.7,-0.75,-3.5,1,3.19,NA,"Control"
"4",18,1,"fear",0.81,1.5,1.06,0.25,0.75,4.67,6.16,"Control"
"5",18,2,"fear",0.88,1.26,-0.17,2.5,1,3.75,NA,"Control"
"6",18,3,"fear",0.88,0.9,-0.36,1,0.88,4.28,2.5,"Control"
"7",18,1,"happiness",0.63,1.31,-0.6,-0.5,1,3.06,NA,"Control"
"8",18,2,"happiness",0.75,1.1,-0.42,0,1,2.75,NA,"Control"
"9",18,3,"happiness",0.69,0.68,-1.31,-3.2,1,2.88,NA,"Control"
