"","subject","session","emotion","genuine.accuracy","genuine.rt","genuine.slider.correct","genuine.slider.incorrect","emotion.accuracy","emotion.slider.correct","emotion.slider.incorrect","group"
"1",8,1,"anger",0.5,0.78,-0.53,0.9,1,3.62,NA,"Control"
"2",8,2,"anger",0.81,1.17,-1.35,-4.33,1,3.62,NA,"Control"
"3",8,3,"anger",0.62,2.62,-1.25,-2.67,1,3.32,NA,"Control"
"4",8,1,"fear",0.62,0.66,1.12,1,1,4.81,NA,"Control"
"5",8,2,"fear",0.5,0.69,0.75,-0.12,1,5.5,NA,"Control"
"6",8,3,"fear",0.44,1.04,1.04,-0.35,1,5.19,NA,"Control"
"7",8,1,"happiness",0.5,0.62,0.42,0.84,1,4.25,NA,"Control"
"8",8,2,"happiness",0.44,0.69,-0.25,1.5,1,4,NA,"Control"
"9",8,3,"happiness",0.44,0.74,0.05,0.58,1,3.62,NA,"Control"
