"","subject","session","emotion","genuine.accuracy","genuine.rt","genuine.slider.correct","genuine.slider.incorrect","emotion.accuracy","emotion.slider.correct","emotion.slider.incorrect","group"
"1",22,1,"anger",0.62,5.08,0.71,-0.38,0.94,4.86,3,"Experimental"
"2",22,2,"anger",0.56,2.33,-0.42,1,0.94,2.48,2,"Experimental"
"3",22,3,"anger",0.62,1.62,0.12,0.5,0.88,2.58,1.5,"Experimental"
"4",22,1,"fear",0.81,2.68,0.65,1.75,1,6.25,NA,"Experimental"
"5",22,2,"fear",0.75,1.9,0.31,3,1,5.5,NA,"Experimental"
"6",22,3,"fear",0.75,1.86,0.1,-0.5,1,5.44,NA,"Experimental"
"7",22,1,"happiness",0.56,2.82,-0.6,0.66,1,4.31,NA,"Experimental"
"8",22,2,"happiness",0.44,1.27,0.75,0.72,1,3.88,NA,"Experimental"
"9",22,3,"happiness",0.75,1.59,0.92,0.84,1,2.56,NA,"Experimental"
