"","subject","session","emotion","genuine.accuracy","genuine.rt","genuine.slider.correct","genuine.slider.incorrect","emotion.accuracy","emotion.slider.correct","emotion.slider.incorrect","group"
"1",6,1,"anger",0.75,1.06,0.11,0.84,0.81,2.9,4.33,"Control"
"2",6,2,"anger",0.81,1.26,-0.19,-1.67,1,2.75,NA,"Control"
"3",6,3,"anger",0.75,1.28,-0.44,-1,0.88,2.52,1,"Control"
"4",6,1,"fear",0.75,1,0,0.25,0.88,4.19,8,"Control"
"5",6,2,"fear",0.81,0.99,0.78,-0.5,0.81,3.18,2.5,"Control"
"6",6,3,"fear",0.88,0.68,0.69,-2,0.81,2.76,8,"Control"
"7",6,1,"happiness",0.69,0.72,0.23,-0.25,1,3.5,NA,"Control"
"8",6,2,"happiness",0.56,0.97,-0.35,-1.21,1,2.62,NA,"Control"
"9",6,3,"happiness",0.75,0.88,-0.5,0.5,1,1.81,NA,"Control"
