"","subject","session","emotion","genuine.accuracy","genuine.rt","genuine.slider.correct","genuine.slider.incorrect","emotion.accuracy","emotion.slider.correct","emotion.slider.incorrect","group"
"1",9,1,"anger",0.62,1.31,3.54,2.25,1,2.94,NA,"Control"
"2",9,2,"anger",0.69,1.32,2.96,2.5,1,2.25,NA,"Control"
"3",9,3,"anger",0.63,1.41,2.81,3.6,0.94,2.91,3,"Control"
"4",9,1,"fear",0.5,1.69,2.88,3.5,0.94,4.49,6,"Control"
"5",9,2,"fear",0.63,1.19,3.31,2.9,1,4.37,NA,"Control"
"6",9,3,"fear",0.5,0.84,3.44,2.73,1,4.31,NA,"Control"
"7",9,1,"happiness",0.62,1.52,3.6,2.84,1,3.94,NA,"Control"
"8",9,2,"happiness",0.5,0.67,2.77,3.34,1,4,NA,"Control"
"9",9,3,"happiness",0.56,0.71,3.33,3.1,1,3.69,NA,"Control"
