"","subject","session","emotion","genuine.accuracy","genuine.rt","genuine.slider.correct","genuine.slider.incorrect","emotion.accuracy","emotion.slider.correct","emotion.slider.incorrect","group"
"1",37,1,"anger",0.69,1.42,3.94,2.58,1,5.19,NA,"Experimental"
"2",37,2,"anger",0.69,1.77,3.71,3,1,4.94,NA,"Experimental"
"3",37,3,"anger",0.75,1.79,3.82,3.5,1,5.31,NA,"Experimental"
"4",37,1,"fear",0.56,2.6,3.88,4,0.94,6.74,8,"Experimental"
"5",37,2,"fear",0.62,1.54,4.56,3.67,0.94,6.44,4,"Experimental"
"6",37,3,"fear",0.56,1.53,5.06,3,0.94,6.43,3,"Experimental"
"7",37,1,"happiness",0.69,1.43,4.14,4.8,1,5.94,NA,"Experimental"
"8",37,2,"happiness",0.81,1.63,3.81,3.33,1,4.75,NA,"Experimental"
"9",37,3,"happiness",0.63,1.26,4.28,2.5,0.94,5.37,0,"Experimental"
