"","subject","session","emotion","genuine.accuracy","genuine.rt","genuine.slider.correct","genuine.slider.incorrect","emotion.accuracy","emotion.slider.correct","emotion.slider.incorrect","group"
"1",31,1,"anger",0.69,1.98,4.55,3.16,1,3.32,NA,"M1"
"2",31,2,"anger",0.88,1.36,3.57,3.5,1,3,NA,"M1"
"3",31,3,"anger",0.75,1.12,3.05,2.66,1,2.88,NA,"M1"
"4",31,1,"fear",0.56,2.33,4.34,2.3,0.94,4.46,4,"M1"
"5",31,2,"fear",0.69,1.92,3.21,2.8,0.94,4.19,3,"M1"
"6",31,3,"fear",0.63,1.18,4.98,2.4,0.94,4.99,2,"M1"
"7",31,1,"happiness",0.56,1.81,3.85,2.79,1,3.19,NA,"M1"
"8",31,2,"happiness",0.62,1.22,3.5,2.38,1,2.5,NA,"M1"
"9",31,3,"happiness",0.75,1.08,2.98,2.34,1,3.81,NA,"M1"
