"","subject","session","emotion","genuine.accuracy","genuine.rt","genuine.slider.correct","genuine.slider.incorrect","emotion.accuracy","emotion.slider.correct","emotion.slider.incorrect","group"
"1",39,1,"anger",0.69,1.23,-0.65,1.5,1,3.31,NA,"Control"
"2",39,2,"anger",0.75,1.26,-1.23,1.33,0.94,2.84,2,"Control"
"3",39,3,"anger",0.63,1.22,-0.19,-0.2,0.94,2.32,2,"Control"
"4",39,1,"fear",0.62,1.33,-0.42,-0.88,1,3.32,NA,"Control"
"5",39,2,"fear",0.81,1.07,-0.21,0,0.94,3.56,3,"Control"
"6",39,3,"fear",0.88,1.29,0.15,0.5,1,3.19,NA,"Control"
"7",39,1,"happiness",0.63,1.2,0.72,0.3,1,4.31,NA,"Control"
"8",39,2,"happiness",0.81,1.17,0.99,4.33,1,3.94,NA,"Control"
"9",39,3,"happiness",0.69,1.07,0.31,3.4,1,2.88,NA,"Control"
