"","subject","session","emotion","genuine.accuracy","genuine.rt","genuine.slider.correct","genuine.slider.incorrect","emotion.accuracy","emotion.slider.correct","emotion.slider.incorrect","group"
"1",41,1,"anger",0.81,0.75,4.18,2.5,1,3.37,NA,"M1"
"2",41,2,"anger",0.81,0.69,4.16,2.25,1,3.12,NA,"M1"
"3",41,3,"anger",0.75,0.47,4.38,1.83,1,3.12,NA,"M1"
"4",41,1,"fear",0.81,1.14,4.18,2.67,0.94,4.46,2,"M1"
"5",41,2,"fear",0.94,0.88,4.36,5,0.94,5.74,2,"M1"
"6",41,3,"fear",0.88,0.78,4.86,1,1,4.62,NA,"M1"
"7",41,1,"happiness",0.81,1.23,3.27,1.25,1,4,NA,"M1"
"8",41,2,"happiness",0.69,0.84,2.12,1.83,1,3.31,NA,"M1"
"9",41,3,"happiness",0.81,0.54,4.01,4,1,2.69,NA,"M1"
