"","subject","session","emotion","genuine.accuracy","genuine.rt","genuine.slider.correct","genuine.slider.incorrect","emotion.accuracy","emotion.slider.correct","emotion.slider.incorrect","group"
"1",5,1,"anger",0.62,0.61,1.04,1.5,1,3.32,NA,"Experimental"
"2",5,2,"anger",0.56,0.51,-0.84,-0.15,1,2.94,NA,"Experimental"
"3",5,3,"anger",0.75,0.64,-0.56,2.25,1,2.63,NA,"Experimental"
"4",5,1,"fear",0.69,0.76,0.86,2.42,1,4.12,NA,"Experimental"
"5",5,2,"fear",0.63,0.71,0.33,0.7,0.88,3.94,4.5,"Experimental"
"6",5,3,"fear",0.5,1.06,1.17,0.75,0.88,4.22,2.5,"Experimental"
"7",5,1,"happiness",0.69,0.35,0.6,2.8,0.94,3.72,4,"Experimental"
"8",5,2,"happiness",0.62,0.42,-0.19,2,1,3.19,NA,"Experimental"
"9",5,3,"happiness",0.69,0.64,0.54,2.8,1,3.44,NA,"Experimental"
